fila_csv;destino_original;destino_normalizado;motivo;origen_original;origen_normalizado;especie_original;variedad_original;peso;unidad
28831;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;BANANA;NANIKA;424,878;TN
28832;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;BANANA;NANIKA;522,276;TN
28833;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;BANANA;NANIKA;258,096;TN
28834;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;BANANA;NANIKA;297,544;TN
28835;ECUADOR;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";ECUADOR;Ecuador;BANANA;NANIKA;7,560;TN
28836;ECUADOR;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";ECUADOR;Ecuador;BANANA;NANIKA;28,080;TN
28837;ECUADOR;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";ECUADOR;Ecuador;BANANA;NANIKA;10,560;TN
28838;ECUADOR;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";ECUADOR;Ecuador;BANANA;NANIKA;0,200;TN
28839;ECUADOR;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";ECUADOR;Ecuador;BANANA;NANIKA;3,600;TN
28840;ECUADOR;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";ECUADOR;Ecuador;BANANA;NANIKA;3,320;TN
28841;FORMOSA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";FORMOSA;Formosa;BANANA;NANIKA;15,400;TN
28842;FORMOSA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";FORMOSA;Formosa;BANANA;NANIKA;25,940;TN
28843;FORMOSA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";FORMOSA;Formosa;BANANA;NANIKA;26,100;TN
28844;FORMOSA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";FORMOSA;Formosa;BANANA;NANIKA;23,820;TN
28845;JUJUY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";JUJUY;Jujuy;BANANA;NANIKA;1,040;TN
28846;JUJUY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";JUJUY;Jujuy;BANANA;NANIKA;7,320;TN
28847;JUJUY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";JUJUY;Jujuy;BANANA;NANIKA;6,400;TN
28848;JUJUY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";JUJUY;Jujuy;BANANA;NANIKA;2,060;TN
28849;JUJUY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";JUJUY;Jujuy;BANANA;NANIKA;0,200;TN
28850;JUJUY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";JUJUY;Jujuy;BANANA;NANIKA;3,600;TN
28851;JUJUY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";JUJUY;Jujuy;BANANA;NANIKA;1,540;TN
28852;JUJUY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";JUJUY;Jujuy;BANANA;NANIKA;2,020;TN
28853;JUJUY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";JUJUY;Jujuy;BANANA;NANIKA;49,700;TN
28854;PARAGUAY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";PARAGUAY;Paraguay;BANANA;NANIKA;639,396;TN
28855;PARAGUAY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";PARAGUAY;Paraguay;BANANA;NANIKA;492,078;TN
28856;PARAGUAY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";PARAGUAY;Paraguay;BANANA;NANIKA;239,716;TN
28857;PARAGUAY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";PARAGUAY;Paraguay;BANANA;NANIKA;254,708;TN
28858;PARAGUAY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";PARAGUAY;Paraguay;BANANA;NANIKA;477,927;TN
28859;PARAGUAY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";PARAGUAY;Paraguay;BANANA;NANIKA;49,000;TN
28860;PARAGUAY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";PARAGUAY;Paraguay;BANANA;NANIKA;290,690;TN
28861;PARAGUAY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";PARAGUAY;Paraguay;BANANA;NANIKA;414,537;TN
28862;PARAGUAY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";PARAGUAY;Paraguay;BANANA;NANIKA;286,800;TN
28863;PARAGUAY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";PARAGUAY;Paraguay;BANANA;NANIKA;233,456;TN
28864;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;BANANA;NANIKA;121,480;TN
28865;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;BANANA;NANIKA;144,228;TN
28866;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;BANANA;NANIKA;37,480;TN
28867;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;BANANA;NANIKA;16,960;TN
28868;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;BANANA;NANIKA;42,800;TN
28869;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;BANANA;NANIKA;3,000;TN
28870;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;BANANA;NANIKA;140,261;TN
28871;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;BANANA;NANIKA;251,700;TN
28872;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;BANANA;NANIKA;261,115;TN
28873;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;BANANA;NANIKA;461,880;TN
28874;BOLIVIA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BOLIVIA;Bolivia;BANANA;SIN VARIED;33,540;TN
28875;BOLIVIA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BOLIVIA;Bolivia;BANANA;SIN VARIED;17,360;TN
28876;BOLIVIA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BOLIVIA;Bolivia;BANANA;SIN VARIED;31,080;TN
28877;BOLIVIA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BOLIVIA;Bolivia;BANANA;SIN VARIED;24,720;TN
28878;BOLIVIA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BOLIVIA;Bolivia;BANANA;SIN VARIED;0,840;TN
28879;BOLIVIA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BOLIVIA;Bolivia;BANANA;SIN VARIED;1,200;TN
28880;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;BANANA;SIN VARIED;19,680;TN
28881;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;BANANA;SIN VARIED;22,140;TN
28882;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;BANANA;SIN VARIED;27,040;TN
28883;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;BANANA;SIN VARIED;24,192;TN
28884;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;BANANA;SIN VARIED;21,120;TN
28885;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;BANANA;SIN VARIED;2,160;TN
28886;ECUADOR;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";ECUADOR;Ecuador;BANANA;SIN VARIED;25,320;TN
28887;ECUADOR;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";ECUADOR;Ecuador;BANANA;SIN VARIED;35,768;TN
28888;ECUADOR;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";ECUADOR;Ecuador;BANANA;SIN VARIED;81,273;TN
28889;ECUADOR;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";ECUADOR;Ecuador;BANANA;SIN VARIED;393,408;TN
28890;ECUADOR;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";ECUADOR;Ecuador;BANANA;SIN VARIED;52,062;TN
28891;ECUADOR;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";ECUADOR;Ecuador;BANANA;SIN VARIED;6,800;TN
28892;ECUADOR;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";ECUADOR;Ecuador;BANANA;SIN VARIED;199,268;TN
28893;ECUADOR;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";ECUADOR;Ecuador;BANANA;SIN VARIED;12,270;TN
28894;ECUADOR;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";ECUADOR;Ecuador;BANANA;SIN VARIED;41,040;TN
28895;ECUADOR;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";ECUADOR;Ecuador;BANANA;SIN VARIED;9,912;TN
28896;FORMOSA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";FORMOSA;Formosa;BANANA;SIN VARIED;22,000;TN
28897;JUJUY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";JUJUY;Jujuy;BANANA;SIN VARIED;4,180;TN
28898;JUJUY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";JUJUY;Jujuy;BANANA;SIN VARIED;1,560;TN
28899;JUJUY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";JUJUY;Jujuy;BANANA;SIN VARIED;1,000;TN
28900;JUJUY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";JUJUY;Jujuy;BANANA;SIN VARIED;0,400;TN
28901;JUJUY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";JUJUY;Jujuy;BANANA;SIN VARIED;4,000;TN
28902;JUJUY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";JUJUY;Jujuy;BANANA;SIN VARIED;2,000;TN
28903;JUJUY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";JUJUY;Jujuy;BANANA;SIN VARIED;2,340;TN
28904;PARAGUAY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";PARAGUAY;Paraguay;BANANA;SIN VARIED;64,560;TN
28905;PARAGUAY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";PARAGUAY;Paraguay;BANANA;SIN VARIED;0,720;TN
28906;PARAGUAY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";PARAGUAY;Paraguay;BANANA;SIN VARIED;1,200;TN
28907;PARAGUAY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";PARAGUAY;Paraguay;BANANA;SIN VARIED;13,116;TN
28908;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;BANANA;SIN VARIED;29,620;TN
28909;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;BANANA;SIN VARIED;12,000;TN
28910;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;BANANA;SIN VARIED;1,800;TN
28911;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;BANANA;SIN VARIED;0,900;TN
28912;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;BANANA;SIN VARIED;1,120;TN
28913;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;BANANA;SIN VARIED;14,280;TN
28914;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;BANANA;SIN VARIED;4,000;TN
28915;CHILE;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";CHILE;Chile;CEREZA;BING;0,055;TN
28916;CHILE;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";CHILE;Chile;CEREZA;BING;13,678;TN
28917;CHUBUT;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";CHUBUT;Chubut;CEREZA;BING;0,200;TN
28918;MENDOZA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";MENDOZA;Mendoza;CEREZA;BING;1,502;TN
28919;RÍO NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";RÍO NEGRO;Río Negro;CEREZA;BING;0,839;TN
28920;CHILE;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";CHILE;Chile;CEREZA;LAPINS;8,720;TN
28921;CHILE;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";CHILE;Chile;CEREZA;LAPINS;0,550;TN
28922;CHUBUT;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";CHUBUT;Chubut;CEREZA;LAPINS;92,145;TN
28923;CHUBUT;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";CHUBUT;Chubut;CEREZA;LAPINS;7,200;TN
28924;MENDOZA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";MENDOZA;Mendoza;CEREZA;LAPINS;10,295;TN
28925;RÍO NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";RÍO NEGRO;Río Negro;CEREZA;LAPINS;22,695;TN
28926;RÍO NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";RÍO NEGRO;Río Negro;CEREZA;LAPINS;7,278;TN
28927;SANTA CRUZ;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SANTA CRUZ;Santa Cruz;CEREZA;LAPINS;32,000;TN
28928;SANTA CRUZ;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SANTA CRUZ;Santa Cruz;CEREZA;LAPINS;15,470;TN
28929;RÍO NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";RÍO NEGRO;Río Negro;CEREZA;PACIFIC RED;0,005;TN
28930;CHILE;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";CHILE;Chile;CEREZA;REGINA;8,381;TN
28931;CHILE;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";CHILE;Chile;CEREZA;REGINA;9,465;TN
28932;CHUBUT;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";CHUBUT;Chubut;CEREZA;REGINA;0,186;TN
28933;RÍO NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";RÍO NEGRO;Río Negro;CEREZA;REGINA;2,925;TN
28934;RÍO NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";RÍO NEGRO;Río Negro;CEREZA;SANTINA;9,520;TN
28935;SANTA CRUZ;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SANTA CRUZ;Santa Cruz;CEREZA;SANTINA;4,700;TN
28936;CHILE;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";CHILE;Chile;CEREZA;SIN VARIED;42,695;TN
28937;CHILE;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";CHILE;Chile;CEREZA;SIN VARIED;57,895;TN
28938;CHILE;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";CHILE;Chile;CEREZA;SIN VARIED;0,520;TN
28939;CHUBUT;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";CHUBUT;Chubut;CEREZA;SIN VARIED;43,535;TN
28940;CHUBUT;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";CHUBUT;Chubut;CEREZA;SIN VARIED;0,320;TN
28941;MENDOZA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";MENDOZA;Mendoza;CEREZA;SIN VARIED;27,460;TN
28942;MENDOZA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";MENDOZA;Mendoza;CEREZA;SIN VARIED;10,275;TN
28943;MENDOZA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";MENDOZA;Mendoza;CEREZA;SIN VARIED;1,605;TN
28944;RÍO NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";RÍO NEGRO;Río Negro;CEREZA;SIN VARIED;9,482;TN
28945;RÍO NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";RÍO NEGRO;Río Negro;CEREZA;SIN VARIED;13,360;TN
28946;SANTA CRUZ;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SANTA CRUZ;Santa Cruz;CEREZA;SIN VARIED;15,360;TN
28947;SANTA CRUZ;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SANTA CRUZ;Santa Cruz;CEREZA;SIN VARIED;11,520;TN
28948;RÍO NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";RÍO NEGRO;Río Negro;CEREZA;SUMMIT;0,080;TN
28949;CHUBUT;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";CHUBUT;Chubut;CEREZA;SWEET HEART;19,840;TN
28950;MENDOZA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";MENDOZA;Mendoza;CEREZA;SWEET HEART;0,320;TN
28951;RÍO NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";RÍO NEGRO;Río Negro;CEREZA;SWEET HEART;16,815;TN
28952;SANTA CRUZ;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SANTA CRUZ;Santa Cruz;CEREZA;SWEET HEART;1,440;TN
28953;CHUBUT;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";CHUBUT;Chubut;CEREZA;VAN;5,040;TN
28954;CHUBUT;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";CHUBUT;Chubut;CEREZA;#N/A;4,120;TN
28955;RÍO NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";RÍO NEGRO;Río Negro;CEREZA;#N/A;2,520;TN
28956;MENDOZA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";MENDOZA;Mendoza;CEREZA;NIMBA;0,438;TN
28957;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;CHIRIMOYA;SIN VARIED;0,070;TN
28958;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;CHIRIMOYA;SIN VARIED;0,600;TN
28959;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;CHIRIMOYA;SIN VARIED;1,468;TN
28960;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;CHIRIMOYA;SIN VARIED;6,822;TN
28961;CHILE;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";CHILE;Chile;CHIRIMOYA;SIN VARIED;1,500;TN
28962;JUJUY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";JUJUY;Jujuy;CHIRIMOYA;SIN VARIED;0,040;TN
28963;JUJUY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";JUJUY;Jujuy;CHIRIMOYA;SIN VARIED;0,100;TN
28964;JUJUY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";JUJUY;Jujuy;CHIRIMOYA;SIN VARIED;6,300;TN
28965;MISIONES;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";MISIONES;Misiones;CHIRIMOYA;SIN VARIED;0,016;TN
28966;MISIONES;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";MISIONES;Misiones;CHIRIMOYA;SIN VARIED;0,860;TN
28967;MENDOZA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";MENDOZA;Mendoza;CIRUELA;AMBRA;1,320;TN
28968;MENDOZA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";MENDOZA;Mendoza;CIRUELA;AMBRA;0,600;TN
28969;RÍO NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";RÍO NEGRO;Río Negro;CIRUELA;AMBRA;2,080;TN
28970;CHILE;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";CHILE;Chile;CIRUELA;ANGELENO;7,144;TN
28971;CHILE;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";CHILE;Chile;CIRUELA;ANGELENO;28,634;TN
28972;CHILE;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";CHILE;Chile;CIRUELA;ANGELENO;17,256;TN
28973;CHILE;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";CHILE;Chile;CIRUELA;ANGELENO;7,400;TN
28974;ESPAÑA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";ESPAÑA;España;CIRUELA;ANGELENO;8,853;TN
28975;MENDOZA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";MENDOZA;Mendoza;CIRUELA;ANGELENO;11,518;TN
28976;MENDOZA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";MENDOZA;Mendoza;CIRUELA;ANGELENO;73,192;TN
