rubro;mercado;procedencia;especie;variedad;unidad;cantidad_observaciones;cantidad_fechas_distintas;cantidad_meses_distintos;cantidad_fechas_disponibles;fecha_minima;fecha_maxima;cantidad_meses_disponibles;precio_promedio;precio_min;precio_max;coeficiente_variacion;porcentaje_precios_validos;indicador_serie_utilizable
Frutas;Mercado Central de Buenos Aires;Mendoza;CIRUELA;Friar;$/Kg;13;13;1;13;2026-02-06;2026-02-26;1;2753.8462;2600.0000;2800.0000;0.0282;100.0000;Baja
Frutas;Mercado Central de Buenos Aires;Mendoza;CIRUELA;Gota De Or;$/Kg;13;13;1;13;2026-02-02;2026-02-20;1;2493.5885;2333.3300;2583.3300;0.0319;100.0000;Baja
Frutas;Mercado Central de Buenos Aires;Río Negro;CEREZA;Bing;$/Kg;13;13;1;13;2026-01-02;2026-01-20;1;8553.8462;8000.0000;9200.0000;0.0648;100.0000;Baja
Frutas;Mercado Central de Buenos Aires;Río Negro;CIRUELA;Reina Clau;$/Kg;13;13;1;13;2026-01-05;2026-01-21;1;2282.0500;2250.0000;2333.3300;0.0185;100.0000;Baja
Frutas;Mercado Central de Buenos Aires;Río Negro;NUEZ;(sin informar);$/Kg;13;13;1;13;2026-04-10;2026-04-28;1;6600.0000;6600.0000;6600.0000;0.0000;100.0000;Baja
Hortalizas;Mercado Central de Buenos Aires;Buenos Aires;REP BRUSEL;(sin informar);$/Kg;13;13;1;13;2026-03-06;2026-03-26;1;2500.0000;2125.0000;3000.0000;0.1099;100.0000;Baja
Hortalizas;Mercado Central de Buenos Aires;Mar del Plata;CHOCLO;Amarillo.;$/Kg;13;13;1;13;2026-02-06;2026-02-26;1;518.4608;500.0000;566.6700;0.0390;100.0000;Baja
Hortalizas;Mercado Central de Buenos Aires;Rosario;PAPA;Spunta;$/Kg;13;13;1;13;2026-01-09;2026-01-27;1;467.9477;444.4400;477.7800;0.0291;100.0000;Baja
Hortalizas;Mercado Central de Buenos Aires;San Juan;CEBOLLA;Valenciani;$/Kg;13;13;1;13;2026-01-02;2026-01-20;1;325.0000;320.0000;335.0000;0.0109;100.0000;Baja
Frutas;Mercado Central de Buenos Aires;China;PERA;Asiatica;$/Kg;12;6;1;6;2026-08-13;2026-08-24;1;7600.0000;7600.0000;7600.0000;0.0000;100.0000;Baja
Hortalizas;Mercado Central de Buenos Aires;Misiones;CURCUMA;(sin informar);$/Kg;12;12;1;12;2026-01-02;2026-01-19;1;3733.3333;3500.0000;4000.0000;0.0669;100.0000;Baja
Frutas;Mercado Central de Buenos Aires;Río Negro;DURAZNO;85 Gd 20;$/Kg;11;11;1;11;2026-03-03;2026-03-17;1;2878.7873;2666.6700;3083.3300;0.0539;100.0000;Baja
Frutas;Mercado Central de Buenos Aires;Tucumán;FRAMBUESA;(sin informar);$/Kg;11;11;1;11;2026-06-08;2026-06-23;1;53393.9545;52666.7000;54666.7000;0.0162;100.0000;Baja
Hortalizas;Mercado Central de Buenos Aires;Chubut;ZANAHORIA;Chantenay;$/Kg;11;11;1;11;2026-03-06;2026-03-27;1;770.0000;670.0000;850.0000;0.0825;100.0000;Baja
Frutas;Mercado Central de Buenos Aires;Ecuador;ANANA;Gold;$/Kg;10;10;1;10;2026-03-09;2026-03-20;1;2858.3320;2833.3300;2916.6700;0.0141;100.0000;Baja
Frutas;Mercado Central de Buenos Aires;Mendoza;PELON;Agus Red;$/Kg;10;10;1;10;2026-03-11;2026-03-26;1;3250.0000;3083.3300;3416.6700;0.0452;100.0000;Baja
Frutas;Mercado Central de Buenos Aires;San Juan;SANDIA;Redonda Ra;$/Kg;10;10;1;10;2026-03-09;2026-03-20;1;858.3340;791.6700;916.6700;0.0614;100.0000;Baja
Hortalizas;Mercado Central de Buenos Aires;Mar del Plata;ESPARRAGO;Verde;$/Kg;10;10;1;10;2026-01-02;2026-01-15;1;6620.0000;6000.0000;6800.0000;0.0362;100.0000;Baja
Hortalizas;Mercado Central de Buenos Aires;Mendoza;ZAPALLITO;Largo;$/Kg;10;10;1;10;2026-04-10;2026-04-23;1;1013.8890;888.8900;1166.6700;0.0799;100.0000;Baja
Hortalizas;Mercado Central de Buenos Aires;San Juan;ZAPALLO;Tetsukab.;$/Kg;10;10;1;10;2026-03-11;2026-03-26;1;416.6660;386.6700;433.3300;0.0394;100.0000;Baja
Frutas;(sin informar);Chaco;BANANA SALTENA;(sin informar);$/Kg;9;7;2;7;2026-02-09;2026-03-05;2;26666.6667;25000.0000;32000.0000;0.1010;100.0000;Baja
Frutas;(sin informar);Mendoza;UVA NEGRA;(sin informar);$/Kg;9;6;4;6;2026-03-16;2026-06-08;4;34555.5556;17000.0000;62000.0000;0.3920;100.0000;Baja
Frutas;Mercado Central de Buenos Aires;Egipto;NARANJA;Valencia;$/Kg;9;9;1;9;2026-04-20;2026-04-30;1;1977.7778;1600.0000;2200.0000;0.0791;100.0000;Baja
Frutas;Mercado Central de Buenos Aires;Formosa;MANGO;Oro;$/Kg;9;9;1;9;2026-01-02;2026-01-14;1;3788.8889;3600.0000;3900.0000;0.0383;100.0000;Baja
Frutas;Mercado Central de Buenos Aires;Mar del Plata;ARANDANO;(sin informar);$/Kg;9;9;2;9;2026-05-22;2026-06-04;2;101037.1111;11000.0000;119167.0000;0.3365;100.0000;Baja
Frutas;Mercado Central de Buenos Aires;Nva.Zela;KIWI;Gold;$/Kg;9;9;1;9;2026-07-06;2026-07-30;1;9666.6667;9400.0000;9800.0000;0.0179;100.0000;Baja
Hortalizas;(sin informar);Buenos Aires;APIO DE HOJA;(sin informar);$/Kg;9;9;2;9;2026-03-05;2026-04-29;2;15611.1111;2500.0000;30000.0000;0.5099;100.0000;Baja
Hortalizas;(sin informar);Buenos Aires;BROCOLI;(sin informar);$/Kg;9;8;2;8;2026-03-05;2026-04-13;2;23666.6667;15000.0000;30000.0000;0.1690;100.0000;Baja
Hortalizas;(sin informar);Corrientes;ZAPALLO PLOMO;(sin informar);$/Kg;9;7;5;7;2026-01-05;2026-07-29;5;511.1111;300.0000;800.0000;0.3309;100.0000;Baja
Hortalizas;(sin informar);Córdoba;PAPA BLANCA;(sin informar);$/Kg;9;9;3;9;2026-01-05;2026-07-23;3;14111.1111;11500.0000;22000.0000;0.2894;100.0000;Baja
Hortalizas;(sin informar);Jujuy;LECHUGA CRESPA;(sin informar);$/Kg;9;8;6;8;2026-04-13;2026-12-25;6;15000.0000;13000.0000;19000.0000;0.1106;100.0000;Baja
Hortalizas;Mercado Central de Buenos Aires;Chile;CEBOLLA;Colorada;$/Kg;9;9;2;9;2026-03-06;2026-06-19;2;883.3333;800.0000;1100.0000;0.1087;100.0000;Baja
Hortalizas;Mercado Central de Buenos Aires;Mendoza;CEBOLLA;Valenciana;$/Kg;9;9;1;9;2026-02-06;2026-02-20;1;326.1111;310.0000;335.0000;0.0214;100.0000;Baja
Hortalizas;Mercado Central de Buenos Aires;Mendoza;CHOCLO;Amarillo;$/Kg;9;9;2;9;2026-03-27;2026-04-10;2;707.4056;600.0000;800.0000;0.1099;100.0000;Baja
Hortalizas;Mercado Central de Buenos Aires;Mendoza;ZAPALLO;Mus.Proven;$/Kg;9;9;1;9;2026-06-09;2026-06-22;1;654.4444;640.0000;660.0000;0.0111;100.0000;Baja
Frutas;(sin informar);Chaco;UVA ROSADA;(sin informar);$/Kg;8;6;2;6;2026-06-04;2026-07-16;2;45375.0000;35000.0000;54000.0000;0.1888;100.0000;Baja
Frutas;(sin informar);Corrientes;MELON ROCIO DE MIEL;(sin informar);$/Kg;8;8;3;8;2026-01-05;2026-04-27;3;14875.0000;5000.0000;17000.0000;0.2747;100.0000;Baja
Frutas;(sin informar);Corrientes;POMELO ROSADO;(sin informar);$/Kg;8;8;3;8;2026-03-30;2026-07-27;3;19875.0000;13000.0000;25000.0000;0.2125;100.0000;Baja
Frutas;(sin informar);Entre Ríos;MANDARINA NOVA;(sin informar);$/Kg;8;8;3;8;2026-05-11;2026-07-27;3;10875.0000;8000.0000;13000.0000;0.1510;100.0000;Baja
Frutas;Mercado Central de Buenos Aires;Río Negro;CIRUELA;Fortune;$/Kg;8;8;1;8;2026-03-04;2026-03-13;1;2333.3300;2333.3300;2333.3300;0.0000;100.0000;Baja
Hortalizas;(sin informar);Buenos Aires;CHAUCHA MUSICA;(sin informar);$/Kg;8;8;3;8;2026-02-09;2026-04-27;3;33125.0000;10000.0000;40000.0000;0.3012;100.0000;Baja
Hortalizas;(sin informar);Buenos Aires;REPOLLO COLORADO;(sin informar);$/Kg;8;8;3;8;2026-03-05;2026-05-04;3;22500.0000;20000.0000;25000.0000;0.0751;100.0000;Baja
Hortalizas;(sin informar);Chaco;TOMATE PERITA;(sin informar);$/Kg;8;6;1;6;2026-07-13;2026-07-30;1;26750.0000;18000.0000;32000.0000;0.1739;100.0000;Baja
Hortalizas;Mercado Central de Buenos Aires;Mendoza;CEB VERDEO;Blanca;$/Kg;8;8;2;8;2026-01-22;2026-02-02;2;1062.5000;1050.0000;1100.0000;0.0218;100.0000;Baja
Hortalizas;Mercado Central de Buenos Aires;Salta;ZAPALLO;Tetsukab.;$/Kg;8;8;1;8;2026-08-12;2026-08-24;1;777.0850;772.2200;777.7800;0.0025;100.0000;Baja
Hortalizas;Mercado Central de Buenos Aires;Sgo.Est.;ZAPALLITO;Redondo;$/Kg;8;8;2;8;2026-03-27;2026-04-09;2;413.1925;333.3300;555.5600;0.2257;100.0000;Baja
Frutas;(sin informar);Corrientes;LIMON;(sin informar);$/Kg;7;7;3;7;2026-03-10;2026-06-10;3;11285.7143;6000.0000;20000.0000;0.5550;100.0000;Baja
Frutas;(sin informar);Entre Ríos;MANDARINA CRIOLLA;(sin informar);$/Kg;7;7;3;7;2026-05-25;2026-07-20;3;10571.4286;8000.0000;14000.0000;0.2033;100.0000;Baja
Frutas;(sin informar);Mendoza;LIMON;(sin informar);$/Kg;7;7;3;7;2026-01-12;2026-05-04;3;22714.2857;9000.0000;30000.0000;0.3455;100.0000;Baja
Frutas;(sin informar);Mendoza;PAPAYA;(sin informar);$/Kg;7;7;3;7;2026-03-12;2026-07-23;3;55285.7143;52000.0000;60000.0000;0.0530;100.0000;Baja
Frutas;Mercado Central de Buenos Aires;(sin informar);CARAMBOLA;Prom.Esp.;$/Kg;7;7;1;7;2026-01-02;2026-01-12;1;9333.3443;4666.6700;13000.0000;0.4679;100.0000;Baja
Frutas;Mercado Central de Buenos Aires;Buenos Aires;DURAZNO;Rubi Princ;$/Kg;7;5;1;5;2026-01-02;2026-01-08;1;2107.1400;1933.3300;2583.3300;0.1413;100.0000;Baja
Frutas;Mercado Central de Buenos Aires;Buenos Aires;DURAZNO;September;$/Kg;7;5;1;5;2026-02-12;2026-02-20;1;2285.7157;2000.0000;2416.6700;0.0864;100.0000;Baja
Frutas;Mercado Central de Buenos Aires;Chile;DURAZNO;Setember S;$/Kg;7;7;2;7;2026-03-30;2026-04-09;2;4625.0000;4625.0000;4625.0000;0.0000;100.0000;Baja
Frutas;Mercado Central de Buenos Aires;Jujuy;CARAMBOLA;(sin informar);$/Kg;7;7;1;7;2026-01-02;2026-01-12;1;9333.3443;4666.6700;13000.0000;0.4679;100.0000;Baja
Frutas;Mercado Central de Buenos Aires;Río Negro;CEREZA;Royal Dawn;$/Kg;7;7;1;7;2026-01-02;2026-01-12;1;8057.1429;7200.0000;8400.0000;0.0727;100.0000;Baja
Frutas;Mercado Central de Buenos Aires;Río Negro;CEREZA;Santina;$/Kg;7;7;1;7;2026-01-02;2026-01-12;1;8400.0000;7600.0000;8800.0000;0.0673;100.0000;Baja
Frutas;Mercado Central de Buenos Aires;San Juan;MELON;Amarillo..;$/Kg;7;7;1;7;2026-04-17;2026-04-27;1;1833.3343;1750.0000;1916.6700;0.0455;100.0000;Baja
Hortalizas;(sin informar);Buenos Aires;COLIFLOR;(sin informar);$/Kg;7;7;2;7;2026-03-05;2026-04-13;2;24428.5714;22000.0000;28000.0000;0.0847;100.0000;Baja
Hortalizas;(sin informar);Buenos Aires;ESPINACA;(sin informar);$/Kg;7;7;2;7;2026-03-05;2026-04-13;2;28857.1429;22000.0000;30000.0000;0.1048;100.0000;Baja
Hortalizas;(sin informar);Buenos Aires;PEPINO;(sin informar);$/Kg;7;7;2;7;2026-02-09;2026-03-16;2;16571.4286;10000.0000;20000.0000;0.2144;100.0000;Baja
Hortalizas;(sin informar);Buenos Aires;ZAPALLITO ZUCHINI;(sin informar);$/Kg;7;7;2;7;2026-02-09;2026-03-23;2;24285.7143;20000.0000;25000.0000;0.0778;100.0000;Baja
Hortalizas;(sin informar);Mendoza;PIMIENTO MORRON VERDE;(sin informar);$/Kg;7;7;3;7;2026-03-23;2026-05-11;3;13285.7143;10000.0000;15000.0000;0.1487;100.0000;Baja
Hortalizas;(sin informar);Mendoza;ZAPALLO INGLES;(sin informar);$/Kg;7;7;3;7;2026-02-09;2026-05-07;3;13857.1429;10000.0000;17000.0000;0.1836;100.0000;Baja
Hortalizas;Mercado Central de Buenos Aires;Mendoza;ACELGA;(sin informar);$/Kg;7;7;2;7;2026-05-07;2026-07-17;2;1176.7857;900.0000;1375.0000;0.1251;100.0000;Baja
Hortalizas;Mercado Central de Buenos Aires;Mendoza;ZAPALLITO;Redondo;$/Kg;7;7;1;7;2026-04-08;2026-04-16;1;1142.8557;933.3300;1266.6700;0.1268;100.0000;Baja
Frutas;(sin informar);Chaco;CIRUELA;(sin informar);$/Kg;6;4;2;4;2026-06-04;2026-07-16;2;59000.0000;35000.0000;71000.0000;0.3022;100.0000;Baja
Frutas;(sin informar);Entre Ríos;MANDARINA DANCY;(sin informar);$/Kg;6;6;2;6;2026-06-15;2026-07-20;2;10333.3333;8000.0000;13000.0000;0.1580;100.0000;Baja
Frutas;(sin informar);Mendoza;MELON ROCIO DE MIEL;(sin informar);$/Kg;6;6;3;6;2026-01-08;2026-03-23;3;20666.6667;20000.0000;22000.0000;0.0500;100.0000;Baja
Frutas;(sin informar);Mendoza;PALTA CHILENA;(sin informar);$/Kg;6;6;4;6;2026-01-05;2026-05-04;4;62833.3333;49000.0000;68000.0000;0.1095;100.0000;Baja
Frutas;(sin informar);Mendoza;PERA PACKAMS ELEGIGA;(sin informar);$/Kg;6;5;3;5;2026-04-09;2026-07-27;3;33000.0000;24000.0000;40000.0000;0.1858;100.0000;Baja
Frutas;(sin informar);Mendoza;UVA CARDINAL;(sin informar);$/Kg;6;6;2;6;2026-01-05;2026-02-05;2;30000.0000;30000.0000;30000.0000;0.0000;100.0000;Baja
Frutas;(sin informar);Río Negro;BANANA ECUATORIANA;(sin informar);$/Kg;6;6;2;6;2026-02-09;2026-06-29;2;39833.3333;34000.0000;41000.0000;0.0717;100.0000;Baja
Frutas;Mercado Central de Buenos Aires;(sin informar);ACEITUNA;Prom.Esp.;$/Kg;6;6;1;6;2026-06-10;2026-06-18;1;4066.6667;4000.0000;4200.0000;0.0254;100.0000;Baja
Frutas;Mercado Central de Buenos Aires;Brasil;UVA;Alfonso;$/Kg;6;6;1;6;2026-01-02;2026-01-09;1;6875.0000;6875.0000;6875.0000;0.0000;100.0000;Baja
Frutas;Mercado Central de Buenos Aires;Buenos Aires;DURAZNO;Dixired;$/Kg;6;3;1;3;2026-01-02;2026-01-06;1;2911.1100;2500.0000;3300.0000;0.1348;100.0000;Baja
Frutas;Mercado Central de Buenos Aires;Buenos Aires;PELON;Anive.Inta;$/Kg;6;6;1;6;2026-01-02;2026-01-09;1;3100.0000;3100.0000;3100.0000;0.0000;100.0000;Baja
Frutas;Mercado Central de Buenos Aires;Chile;CIRUELA;Black Kat;$/Kg;6;6;1;6;2026-03-13;2026-03-20;1;3683.3333;3600.0000;3700.0000;0.0111;100.0000;Baja
Frutas;Mercado Central de Buenos Aires;Chile;LIMON;Eureka;$/Kg;6;6;1;6;2026-01-02;2026-01-09;1;3655.5583;3600.0000;3666.6700;0.0074;100.0000;Baja
Frutas;Mercado Central de Buenos Aires;Egipto;MANDARINA;W.Murcot;$/Kg;6;6;1;6;2026-03-06;2026-03-13;1;2216.6667;2100.0000;2300.0000;0.0340;100.0000;Baja
Frutas;Mercado Central de Buenos Aires;Jujuy;PALTA;Pinkerton;$/Kg;6;6;2;6;2026-02-24;2026-03-03;2;6133.3333;5600.0000;6800.0000;0.0674;100.0000;Baja
Frutas;Mercado Central de Buenos Aires;Mendoza;ACEITUNA;(sin informar);$/Kg;6;6;1;6;2026-06-10;2026-06-18;1;4066.6667;4000.0000;4200.0000;0.0254;100.0000;Baja
Frutas;Mercado Central de Buenos Aires;Mendoza;CEREZA;Brook;$/Kg;6;6;1;6;2026-01-02;2026-01-09;1;8533.3333;7600.0000;8800.0000;0.0568;100.0000;Baja
Frutas;Mercado Central de Buenos Aires;Mendoza;DURAZNO;Kurakata;$/Kg;6;6;1;6;2026-01-02;2026-01-09;1;2486.1117;2416.6700;2500.0000;0.0137;100.0000;Baja
Frutas;Mercado Central de Buenos Aires;Mendoza;MELON;Escrito;$/Kg;6;6;1;6;2026-02-11;2026-02-20;1;2000.0000;1700.0000;2100.0000;0.0837;100.0000;Baja
Frutas;Mercado Central de Buenos Aires;Río Negro;DURAZNO;Rojo Uno;$/Kg;6;3;1;3;2026-03-18;2026-03-20;1;2430.5533;2083.3300;2833.3300;0.1570;100.0000;Baja
Hortalizas;(sin informar);Buenos Aires;CHOCLO CREMA;(sin informar);$/Kg;6;6;2;6;2026-03-05;2026-04-13;2;23833.3333;17000.0000;28000.0000;0.2028;100.0000;Baja
Hortalizas;(sin informar);Chaco;CHOCLO AMARILLO;(sin informar);$/Kg;6;6;1;6;2026-07-13;2026-07-30;1;31500.0000;24000.0000;40000.0000;0.2169;100.0000;Baja
Hortalizas;(sin informar);Chaco;LECHUGA REPOLLADA;(sin informar);$/Kg;6;6;1;6;2026-07-13;2026-07-30;1;23666.6667;22000.0000;27000.0000;0.1091;100.0000;Baja
Hortalizas;(sin informar);Chaco;TOMATE CHERRY;(sin informar);$/Kg;6;6;1;6;2026-07-13;2026-07-30;1;28666.6667;24000.0000;32000.0000;0.1372;100.0000;Baja
Hortalizas;(sin informar);Ciudad Autónoma De Buenos Aires;PAPA BLANCA;(sin informar);$/Kg;6;3;1;3;2026-01-12;2026-01-26;1;11500.0000;11500.0000;11500.0000;0.0000;100.0000;Baja
Hortalizas;(sin informar);Mendoza;CEBOLLITA DE VERDEO;(sin informar);$/Kg;6;6;2;6;2026-01-05;2026-02-05;2;3000.0000;3000.0000;3000.0000;0.0000;100.0000;Baja
Hortalizas;(sin informar);Mendoza;ESPINACA;(sin informar);$/Kg;6;6;2;6;2026-01-05;2026-02-05;2;18000.0000;18000.0000;18000.0000;0.0000;100.0000;Baja
Hortalizas;(sin informar);Misiones;MANDIOCA;(sin informar);$/Kg;6;6;3;6;2026-01-12;2026-08-10;3;9000.0000;7000.0000;12000.0000;0.2534;100.0000;Baja
Hortalizas;Mercado Central de Buenos Aires;Jujuy;LECHUGA;Capuchina;$/Kg;6;6;1;6;2026-05-07;2026-05-14;1;1455.5567;1400.0000;1533.3300;0.0345;100.0000;Baja
Hortalizas;Mercado Central de Buenos Aires;Salta;PIMIENTO;Blocky;$/Kg;6;6;1;6;2026-07-08;2026-07-17;1;4316.6667;3800.0000;5600.0000;0.1560;100.0000;Baja
Hortalizas;Mercado Central de Buenos Aires;Se Bs.As;PAPA;Innovator;$/Kg;6;6;2;6;2026-05-13;2026-06-18;2;657.4100;611.1100;666.6700;0.0345;100.0000;Baja
Hortalizas;Mercado Central de Buenos Aires;V.Dolor.;PAPA;Sagitta;$/Kg;6;4;2;4;2026-05-28;2026-06-02;2;1000.0000;950.0000;1050.0000;0.0447;100.0000;Baja
Frutas;(sin informar);Chaco;PERA WILIAMS ELEGIDA;(sin informar);$/Kg;5;5;1;5;2026-02-09;2026-02-20;1;30000.0000;30000.0000;30000.0000;0.0000;100.0000;Baja
Frutas;(sin informar);Mendoza;LIMA;(sin informar);$/Kg;5;5;3;5;2026-01-12;2026-07-20;3;33100.0000;3500.0000;72000.0000;0.7428;100.0000;Baja
Frutas;(sin informar);Tucumán;LIMON ELEGIDO;(sin informar);$/Kg;5;4;4;4;2026-03-30;2026-08-25;4;18600.0000;12000.0000;30000.0000;0.3756;100.0000;Baja
Frutas;Mercado Central de Buenos Aires;España;CIRUELA;Fortune;$/Kg;5;4;1;4;2026-08-19;2026-08-24;1;5866.6680;5777.7800;6000.0000;0.0207;100.0000;Baja
Frutas;Mercado Central de Buenos Aires;España;KIWI;(sin informar);$/Kg;5;5;1;5;2026-06-03;2026-06-09;1;5333.3300;5333.3300;5333.3300;0.0000;100.0000;Baja
Frutas;Mercado Central de Buenos Aires;Mendoza;DAMASCO;Band.Españ;$/Kg;5;4;1;4;2026-01-02;2026-01-07;1;2500.0000;2400.0000;2900.0000;0.0894;100.0000;Baja
Frutas;Mercado Central de Buenos Aires;Mendoza;DURAZNO;September;$/Kg;5;5;1;5;2026-02-23;2026-02-27;1;1883.3340;1833.3300;1916.6700;0.0242;100.0000;Baja
Frutas;Mercado Central de Buenos Aires;Mendoza;UVA;Moscat.Rda;$/Kg;5;5;1;5;2026-03-16;2026-03-20;1;2100.0000;2100.0000;2100.0000;0.0000;100.0000;Baja
Frutas;Mercado Central de Buenos Aires;Río Negro;CEREZA;Regina;$/Kg;5;5;1;5;2026-01-02;2026-01-08;1;8800.0000;8800.0000;8800.0000;0.0000;100.0000;Baja
Hortalizas;(sin informar);Buenos Aires;BERENJENA;(sin informar);$/Kg;5;5;2;5;2026-02-12;2026-03-30;2;18600.0000;15000.0000;20000.0000;0.1178;100.0000;Baja
Hortalizas;(sin informar);Buenos Aires;RUCULA;(sin informar);$/Kg;5;5;2;5;2026-01-12;2026-06-02;2;24200.0000;1000.0000;30000.0000;0.5359;100.0000;Baja
Hortalizas;(sin informar);Corrientes;COLIFLOR;(sin informar);$/Kg;5;5;1;5;2026-08-06;2026-08-24;1;14000.0000;10000.0000;18000.0000;0.2202;100.0000;Baja
Hortalizas;(sin informar);Jujuy;CHAUCHA MUSICA;(sin informar);$/Kg;5;4;3;4;2026-05-11;2026-07-27;3;32400.0000;25000.0000;40000.0000;0.1959;100.0000;Baja
Hortalizas;(sin informar);Mendoza;COLIFLOR;(sin informar);$/Kg;5;5;2;5;2026-04-02;2026-08-24;2;20200.0000;13000.0000;30000.0000;0.4013;100.0000;Baja
Hortalizas;(sin informar);Mendoza;PAPA NEGRA;(sin informar);$/Kg;5;5;2;5;2026-03-02;2026-05-07;2;10900.0000;10000.0000;14000.0000;0.1602;100.0000;Baja
Hortalizas;(sin informar);Misiones;JENGIBRE;(sin informar);$/Kg;5;5;2;5;2026-06-15;2026-07-28;2;5800.0000;5000.0000;6000.0000;0.0771;100.0000;Baja
Hortalizas;(sin informar);Salta;TOMATE PERITA;(sin informar);$/Kg;5;5;2;5;2026-06-01;2026-08-24;2;25200.0000;17000.0000;35000.0000;0.2683;100.0000;Baja
Hortalizas;Mercado Central de Buenos Aires;Brasil;CEBOLLA;Amarilla;$/Kg;5;4;2;4;2026-07-29;2026-08-03;2;1400.0000;1400.0000;1400.0000;0.0000;100.0000;Baja
Hortalizas;Mercado Central de Buenos Aires;Catamarc;ZANAHORIA;Chantenay;$/Kg;5;4;1;4;2026-08-03;2026-08-06;1;830.0000;820.0000;840.0000;0.0085;100.0000;Baja
Hortalizas;Mercado Central de Buenos Aires;Mendoza;BERENJENA;Vta.Med.La;$/Kg;5;5;2;5;2026-02-27;2026-03-05;2;509.3360;466.6700;580.0000;0.1151;100.0000;Baja
Hortalizas;Mercado Central de Buenos Aires;Mendoza;CHAUCHA;Rolliza;$/Kg;5;5;1;5;2026-02-18;2026-02-24;1;2712.5000;2625.0000;2937.5000;0.0505;100.0000;Baja
Hortalizas;Mercado Central de Buenos Aires;San Juan;ALCAUCIL;Blanco;$/Kg;5;5;1;5;2026-08-10;2026-08-14;1;2350.0000;2250.0000;2375.0000;0.0238;100.0000;Baja
Hortalizas;Mercado Central de Buenos Aires;San Juan;REPOLLO;Colorado;$/Kg;5;5;2;5;2026-01-27;2026-02-02;2;1146.6640;1133.3300;1200.0000;0.0260;100.0000;Baja
Frutas;(sin informar);Chaco;KIWI;(sin informar);$/Kg;4;2;1;2;2026-07-13;2026-07-16;1;51000.0000;50000.0000;52000.0000;0.0226;100.0000;Baja
Frutas;(sin informar);Chaco;PALTA HASS;(sin informar);$/Kg;4;2;1;2;2026-07-13;2026-07-16;1;52500.0000;52000.0000;53000.0000;0.0110;100.0000;Baja
Frutas;(sin informar);Chaco;PERA PACKAMS ELEGIGA;(sin informar);$/Kg;4;4;2;4;2026-07-02;2026-08-24;2;28000.0000;22000.0000;32000.0000;0.1543;100.0000;Baja
Frutas;(sin informar);Entre Ríos;NARANJA OMBLIGO;(sin informar);$/Kg;4;4;3;4;2026-06-15;2026-08-17;3;11250.0000;10000.0000;13000.0000;0.1333;100.0000;Baja
Frutas;(sin informar);Mendoza;BANANA BOLIVIANA;(sin informar);$/Kg;4;4;2;4;2026-01-12;2026-03-26;2;30500.0000;30000.0000;32000.0000;0.0328;100.0000;Baja
Frutas;Mercado Central de Buenos Aires;Mar del Plata;MORA;(sin informar);$/Kg;4;4;1;4;2026-04-23;2026-04-28;1;32666.6500;32000.0000;33333.3000;0.0236;100.0000;Baja
Frutas;Mercado Central de Buenos Aires;Paraguay;ANANA;Perola;$/Kg;4;4;1;4;2026-01-02;2026-01-07;1;2000.0000;2000.0000;2000.0000;0.0000;100.0000;Baja
Frutas;Mercado Central de Buenos Aires;San Juan;MELON;Sun Dew;$/Kg;4;4;1;4;2026-01-02;2026-01-07;1;2650.0000;2600.0000;2700.0000;0.0218;100.0000;Baja
Hortalizas;(sin informar);Corrientes;MANDIOCA CORRIENTES;(sin informar);$/Kg;4;3;2;3;2026-03-19;2026-05-28;2;12250.0000;12000.0000;13000.0000;0.0408;100.0000;Baja
Hortalizas;(sin informar);Corrientes;POROTO SENORITA;(sin informar);$/Kg;4;4;3;4;2026-02-26;2026-07-27;3;4750.0000;4000.0000;5000.0000;0.1053;100.0000;Baja
Hortalizas;(sin informar);Jujuy;CHAUCHA ROLLIZA;(sin informar);$/Kg;4;4;3;4;2026-04-20;2026-07-27;3;31250.0000;26000.0000;40000.0000;0.1944;100.0000;Baja
Hortalizas;(sin informar);Salta;TOMATE REDONDO;(sin informar);$/Kg;4;4;2;4;2026-06-01;2026-08-24;2;30000.0000;22000.0000;38000.0000;0.2177;100.0000;Baja
Hortalizas;Mercado Central de Buenos Aires;Chile;CEBOLLA;Valenciana;$/Kg;4;4;2;4;2026-06-19;2026-07-01;2;1031.2500;975.0000;1050.0000;0.0364;100.0000;Baja
Hortalizas;Mercado Central de Buenos Aires;Río Negro;ESPARRAGO;Verde;$/Kg;4;4;1;4;2026-02-23;2026-02-26;1;5800.0000;5600.0000;6000.0000;0.0398;100.0000;Baja
Hortalizas;Mercado Central de Buenos Aires;Se Bs.As;PAPA;Atlantic;$/Kg;4;4;1;4;2026-06-10;2026-06-16;1;666.6700;666.6700;666.6700;0.0000;100.0000;Baja
Hortalizas;Mercado Central de Buenos Aires;Se Bs.As;PAPA;Noha;$/Kg;4;4;2;4;2026-03-27;2026-04-01;2;810.0000;800.0000;840.0000;0.0247;100.0000;Baja
Frutas;(sin informar);Chaco;BANANA ECUATORIANA;(sin informar);$/Kg;3;3;2;3;2026-06-15;2026-08-17;2;43000.0000;32000.0000;62000.0000;0.3842;100.0000;Baja
Frutas;(sin informar);Chaco;BANANA FORMOSENA;(sin informar);$/Kg;3;3;3;3;2026-03-12;2026-07-02;3;20333.3333;16000.0000;27000.0000;0.2882;100.0000;Baja
